,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32
LT6 0 CCGT,-92.979,-80.161,-85.083,-80.009,-56.082,-80.637,-74.33,-98.365,-111.428,-97.337,-118.305,-24.947,-11.294,-30.985,-9.347,-50.319,-84.583,-53.504,-31.078,-5.65,-99.464,-27.253,-10.425,-7.273,-32.247,-14.0,-10.281,-100.431,-33.476,-5.585,-12.17,-10.585,-7.464
LU0 0 CCGT,-1582648.861,-1507346.707,-1305187.21,-1201386.679,-1121714.805,-1403757.86,-1659274.478,-1658480.893,-1360805.993,-1283834.556,-1546604.271,-39.148,-25.732,-49.791,-19.905,-74.37,-153.884,-77.116,-47.849,-8.189,-237.043,-43.8,-13.807,-14.489,-44.856,-31.839,-14.682,-231.404,-48.772,-8.383,-26.706,-14.313,-10.969
LV6 0 CCGT,-92.38,-79.793,-84.327,-79.445,-55.796,-80.23,-73.781,-98.011,-110.866,-96.422,-118.137,-24.422,-11.189,-30.192,-9.201,-49.589,-84.001,-52.343,-30.323,-5.53,-98.322,-26.751,-10.249,-7.189,-31.899,-13.849,-10.123,-99.734,-32.894,-5.462,-12.027,-10.415,-7.279
ME0 0 CCGT,-38.837,-34.108,-37.534,-44.992,-32.232,-36.366,-34.9,-41.31,-56.459,-47.873,-50.539,-27.362,-9.839,-33.916,-9.24,-54.57,-99.106,-57.974,-37.749,-6.745,-86.548,-30.091,-15.273,-8.075,-37.775,-13.485,-13.087,-88.592,-35.836,-6.041,-10.797,-16.045,-8.34
MK0 0 CCGT,-26.325,-24.339,-34.737,-43.105,-31.536,-29.486,-23.441,-26.126,-48.0,-46.639,-33.942,-23.634,-6.195,-30.175,-6.028,-47.86,-64.75,-52.565,-31.051,-5.714,-52.64,-26.475,-9.231,-5.263,-31.87,-8.895,-8.014,-54.311,-30.964,-5.105,-6.642,-9.515,-7.519
NL0 0 CCGT,-4093236.155,-3939278.771,-3409163.93,-2999729.222,-2798258.162,-3568887.049,-3811659.514,-3816424.01,-3470842.413,-3242082.695,-4275344.8,-32.575,-12.498,-39.495,-8.772,-59.197,-76.735,-65.176,-38.681,-6.965,-102.839,-33.595,-8.797,-6.446,-36.302,-14.704,-8.312,-107.155,-41.051,-7.165,-12.541,-9.091,-9.23
NO3 0 CCGT,-5.807,-4.644,-5.022,-5.785,-3.747,-4.785,-5.237,-5.238,-7.218,-6.434,-6.431,-7.954,-2.432,-8.897,-2.102,-18.356,-21.217,-19.182,-12.032,-2.212,-18.608,-7.787,-4.223,-1.713,-11.8,-3.399,-3.38,-19.964,-11.798,-1.91,-2.375,-4.371,-2.893
PL0 0 CCGT,-3356992.008,-3286807.868,-3259023.359,-3373926.62,-3442633.151,-3295158.254,-3308120.285,-3306611.396,-3258601.646,-3291821.382,-3338409.62,-33.629,-20.447,-42.038,-13.826,-61.762,-122.742,-67.587,-41.508,-7.734,-175.963,-35.368,-12.237,-10.231,-39.616,-24.234,-12.125,-188.37,-40.796,-7.457,-20.373,-13.028,-9.571
PT0 0 CCGT,-31.554,-26.965,-36.056,-54.138,-38.914,-32.689,-29.236,-32.405,-50.25,-51.589,-40.472,-54.043,-7.984,-65.073,-7.351,-95.043,-77.545,-102.234,-67.638,-10.641,-66.579,-60.539,-9.332,-6.162,-58.892,-11.302,-9.185,-69.068,-65.421,-11.059,-8.284,-9.56,-13.841
RO0 0 CCGT,-20.321,-18.154,-23.143,-31.968,-23.397,-20.94,-18.69,-19.759,-33.845,-31.989,-25.873,-21.585,-6.708,-26.827,-5.994,-43.856,-64.991,-46.248,-30.155,-5.437,-56.079,-23.6,-9.771,-5.09,-29.669,-9.119,-8.544,-58.772,-28.858,-4.894,-7.008,-10.308,-6.73
RS0 0 CCGT,-28.204,-25.157,-31.442,-39.626,-28.688,-28.779,-25.619,-28.461,-46.081,-41.805,-36.322,-27.14,-8.886,-34.646,-8.603,-53.941,-92.246,-57.429,-37.446,-6.656,-75.838,-30.38,-12.484,-7.239,-37.0,-12.266,-11.335,-79.019,-35.155,-6.095,-9.799,-13.069,-8.228
SE3 0 CCGT,-8.985,-7.092,-7.486,-8.154,-5.344,-7.207,-8.08,-8.142,-10.671,-9.302,-9.889,-17.836,-3.924,-20.803,-3.363,-36.397,-33.941,-37.731,-23.084,-4.072,-31.602,-18.462,-5.533,-2.771,-22.216,-5.334,-4.795,-33.359,-23.982,-3.918,-3.932,-5.71,-5.414
SI0 0 CCGT,-4488498.829,-4714450.304,-4986524.035,-5603962.025,-5782029.636,-4846089.276,-4464890.002,-4460788.885,-4950420.199,-5365918.462,-4573244.636,-46.8,-29.571,-60.936,-28.046,-87.686,-263.585,-95.96,-60.901,-11.199,-281.406,-54.299,-41.673,-22.619,-66.022,-39.04,-35.885,-278.268,-58.987,-10.22,-34.056,-43.885,-13.242
SK0 0 CCGT,-2142454.537,-2188708.26,-2247575.573,-2238593.998,-2230297.224,-2195614.245,-2156769.214,-2156943.88,-2231822.032,-2175469.45,-2183874.54,-34.386,-29.338,-49.853,-23.726,-67.38,-235.194,-77.935,-50.71,-9.058,-274.446,-45.366,-26.824,-20.46,-51.05,-36.447,-29.044,-268.787,-43.959,-8.671,-30.647,-28.702,-10.518
AL0 0 coal,-1.076,-0.885,-0.977,-1.219,-0.813,-0.945,-0.967,-0.993,-1.411,-1.301,-1.199,-10.405,-1.709,-15.141,-1.714,-15.015,-17.488,-19.813,-10.471,-2.067,-17.004,-11.875,-2.031,-1.456,-14.181,-2.009,-1.824,-17.912,-8.172,-1.657,-1.864,-2.197,-1.786
AT0 0 coal,-1.112,-0.9,-0.985,-1.216,-0.81,-0.955,-1.002,-1.013,-1.422,-1.311,-1.216,-10.364,-1.79,-15.088,-1.786,-14.971,-18.266,-19.761,-10.454,-2.061,-17.723,-12.004,-2.11,-1.516,-14.119,-2.108,-1.895,-18.666,-8.172,-1.661,-1.947,-2.283,-1.789
BA0 0 coal,-1.14,-0.933,-1.021,-1.27,-0.844,-0.994,-1.022,-1.054,-1.48,-1.356,-1.269,-10.657,-1.765,-15.446,-1.769,-15.389,-18.045,-20.309,-10.705,-2.114,-17.538,-12.212,-2.107,-1.501,-14.517,-2.076,-1.885,-18.481,-8.355,-1.692,-1.924,-2.281,-1.827
BE0 0 coal,-1.142,-0.922,-1.014,-1.247,-0.828,-0.982,-1.03,-1.038,-1.459,-1.351,-1.244,-10.494,-1.815,-15.257,-1.816,-15.172,-18.471,-20.05,-10.574,-2.081,-17.997,-12.16,-2.127,-1.539,-14.238,-2.14,-1.913,-18.952,-8.267,-1.682,-1.974,-2.298,-1.811
BG0 0 coal,-1.084,-0.888,-0.979,-1.228,-0.818,-0.947,-0.974,-0.998,-1.417,-1.305,-1.204,-10.475,-1.729,-15.247,-1.734,-15.103,-17.683,-19.94,-10.509,-2.071,-17.197,-12.196,-2.05,-1.47,-14.218,-2.031,-1.842,-18.121,-8.218,-1.665,-1.885,-2.218,-1.796
CH0 0 coal,-1.1,-0.89,-0.972,-1.201,-0.798,-0.944,-0.991,-1.003,-1.404,-1.292,-1.202,-10.274,-1.732,-14.971,-1.729,-14.84,-17.662,-19.579,-10.366,-2.046,-17.15,-11.953,-2.052,-1.468,-14.024,-2.038,-1.838,-18.077,-8.105,-1.645,-1.884,-2.223,-1.774
CZ0 0 coal,-1.16,-0.94,-1.03,-1.274,-0.848,-0.999,-1.044,-1.058,-1.488,-1.372,-1.27,-10.775,-1.84,-15.672,-1.839,-15.605,-18.806,-20.633,-10.881,-2.146,-18.202,-12.507,-2.199,-1.561,-14.702,-2.169,-1.965,-19.177,-8.475,-1.729,-2.0,-2.383,-1.861
DE0 0 coal,-1.117,-0.904,-0.992,-1.221,-0.813,-0.962,-1.007,-1.014,-1.43,-1.323,-1.219,-10.522,-1.816,-15.307,-1.811,-15.213,-18.436,-20.103,-10.619,-2.092,-17.959,-12.183,-2.123,-1.535,-14.319,-2.138,-1.908,-18.937,-8.286,-1.688,-1.972,-2.293,-1.817
DK0 0 coal,-1.056,-0.853,-0.931,-1.139,-0.756,-0.906,-0.949,-0.965,-1.342,-1.232,-1.159,-9.956,-1.649,-14.443,-1.646,-14.373,-16.752,-18.93,-9.985,-1.963,-16.35,-11.219,-1.924,-1.395,-13.423,-1.941,-1.731,-17.235,-7.877,-1.597,-1.794,-2.079,-1.722
DK3 0 coal,-0.967,-0.784,-0.855,-1.045,-0.69,-0.828,-0.867,-0.883,-1.229,-1.126,-1.061,-9.758,-1.663,-14.218,-1.665,-14.032,-16.91,-18.519,-9.839,-1.929,-16.526,-11.253,-1.939,-1.413,-13.195,-1.958,-1.749,-17.415,-7.686,-1.566,-1.812,-2.094,-1.682
EE6 0 coal,-1.085,-0.887,-0.976,-1.212,-0.809,-0.945,-0.971,-1.001,-1.404,-1.294,-1.206,-10.178,-1.718,-14.831,-1.719,-14.683,-17.511,-19.405,-10.295,-2.023,-17.097,-11.792,-2.019,-1.461,-13.863,-2.018,-1.818,-18.001,-7.999,-1.636,-1.875,-2.18,-1.753
ES0 0 coal,-1.089,-0.888,-0.981,-1.23,-0.82,-0.95,-0.981,-0.997,-1.415,-1.316,-1.2,-10.43,-1.684,-15.146,-1.69,-15.084,-17.293,-19.862,-10.671,-2.094,-16.735,-11.965,-1.994,-1.433,-14.316,-1.978,-1.798,-17.641,-8.221,-1.667,-1.834,-2.155,-1.797
ES2 0 coal,-1.097,-0.891,-0.98,-1.223,-0.827,-0.939,-0.978,-1.015,-1.4,-1.308,-1.21,-10.388,-1.836,-15.127,-1.84,-15.045,-18.944,-19.817,-10.598,-2.086,-18.244,-12.359,-2.217,-1.567,-14.306,-2.158,-1.986,-19.234,-8.192,-1.659,-2.0,-2.402,-1.793
FI3 0 coal,-1.07,-0.871,-0.955,-1.189,-0.791,-0.925,-0.955,-0.979,-1.377,-1.27,-1.179,-10.158,-1.733,-14.838,-1.736,-14.64,-17.656,-19.378,-10.304,-2.027,-17.237,-11.717,-2.028,-1.472,-13.889,-2.037,-1.825,-18.175,-7.977,-1.633,-1.887,-2.187,-1.749
FR0 0 coal,-1.126,-0.909,-0.997,-1.228,-0.817,-0.967,-1.015,-1.022,-1.436,-1.331,-1.226,-10.351,-1.735,-15.053,-1.731,-14.957,-17.644,-19.736,-10.452,-2.057,-17.183,-11.933,-2.04,-1.468,-14.081,-2.04,-1.831,-18.104,-8.163,-1.658,-1.885,-2.207,-1.786
GB4 0 coal,-1.076,-0.884,-0.967,-1.196,-0.801,-0.942,-0.968,-1.003,-1.397,-1.278,-1.202,-10.376,-1.67,-14.944,-1.664,-15.038,-16.729,-19.804,-10.273,-2.007,-16.619,-11.693,-1.91,-1.403,-13.767,-1.955,-1.727,-17.574,-8.163,-1.655,-1.831,-2.058,-1.796
GB5 0 coal,-1.098,-0.884,-0.97,-1.187,-0.789,-0.94,-0.991,-0.996,-1.392,-1.29,-1.191,-10.162,-1.659,-14.704,-1.664,-14.668,-16.908,-19.303,-10.212,-2.005,-16.476,-11.523,-1.938,-1.408,-13.721,-1.96,-1.746,-17.369,-8.017,-1.627,-1.808,-2.095,-1.753
GR0 0 coal,-1.041,-0.853,-0.934,-1.165,-0.774,-0.908,-0.935,-0.957,-1.353,-1.243,-1.155,-10.158,-1.679,-14.788,-1.684,-14.625,-17.167,-19.287,-10.195,-2.012,-16.707,-11.664,-1.989,-1.427,-13.805,-1.972,-1.789,-17.596,-7.984,-1.616,-1.83,-2.152,-1.742
HR0 0 coal,-1.147,-0.937,-1.025,-1.272,-0.846,-0.997,-1.03,-1.061,-1.487,-1.359,-1.276,-10.787,-1.786,-15.634,-1.793,-15.602,-18.305,-20.586,-10.834,-2.139,-17.745,-12.366,-2.132,-1.521,-14.691,-2.103,-1.912,-18.695,-8.458,-1.715,-1.947,-2.307,-1.852
HU0 0 coal,-1.141,-0.93,-1.014,-1.255,-0.834,-0.986,-1.025,-1.05,-1.468,-1.347,-1.262,-10.594,-1.769,-15.386,-1.776,-15.33,-18.151,-20.195,-10.657,-2.101,-17.572,-12.241,-2.107,-1.507,-14.439,-2.081,-1.89,-18.517,-8.343,-1.691,-1.928,-2.281,-1.828
IE4 0 coal,-1.111,-0.911,-0.992,-1.226,-0.821,-0.971,-0.997,-1.025,-1.436,-1.317,-1.236,-10.668,-1.723,-15.432,-1.713,-15.487,-17.218,-20.498,-10.676,-2.077,-17.133,-12.071,-1.951,-1.444,-14.211,-2.014,-1.77,-18.108,-8.385,-1.717,-1.884,-2.098,-1.852
IT0 0 coal,-1.151,-0.932,-1.024,-1.274,-0.848,-0.993,-1.037,-1.047,-1.479,-1.369,-1.257,-11.182,-1.807,-16.175,-1.802,-16.312,-18.418,-21.507,-11.347,-2.234,-17.828,-12.974,-2.148,-1.528,-15.28,-2.133,-1.92,-18.797,-8.822,-1.796,-1.961,-2.325,-1.942
IT1 0 coal,-1.106,-0.903,-0.986,-1.234,-0.824,-0.961,-0.993,-1.016,-1.423,-1.312,-1.226,-10.647,-1.725,-15.478,-1.726,-15.457,-17.572,-20.382,-10.758,-2.117,-17.122,-12.36,-2.027,-1.466,-14.524,-2.03,-1.832,-18.034,-8.377,-1.704,-1.878,-2.188,-1.838
LT6 0 coal,-1.101,-0.9,-0.991,-1.23,-0.822,-0.958,-0.983,-1.014,-1.425,-1.315,-1.222,-10.3,-1.747,-15.0,-1.751,-14.861,-17.808,-19.649,-10.411,-2.045,-17.382,-11.838,-2.053,-1.487,-14.019,-2.055,-1.85,-18.301,-8.087,-1.654,-1.907,-2.217,-1.773
LU0 0 coal,-1.099,-0.894,-0.981,-1.216,-0.816,-0.951,-0.988,-1.002,-1.417,-1.307,-1.209,-10.563,-1.82,-15.385,-1.816,-15.307,-18.484,-20.165,-10.672,-2.1,-18.012,-12.339,-2.123,-1.541,-14.368,-2.142,-1.912,-18.977,-8.328,-1.694,-1.979,-2.292,-1.824
LV6 0 coal,-1.099,-0.899,-0.989,-1.228,-0.821,-0.957,-0.981,-1.013,-1.424,-1.312,-1.221,-10.295,-1.744,-14.99,-1.748,-14.857,-17.776,-19.642,-10.408,-2.045,-17.35,-11.839,-2.049,-1.483,-14.015,-2.052,-1.846,-18.267,-8.085,-1.654,-1.904,-2.212,-1.773
ME0 0 coal,-1.125,-0.922,-1.003,-1.248,-0.832,-0.977,-1.011,-1.04,-1.459,-1.33,-1.25,-10.609,-1.758,-15.419,-1.765,-15.321,-18.001,-20.214,-10.648,-2.1,-17.486,-12.275,-2.092,-1.499,-14.414,-2.067,-1.878,-18.417,-8.321,-1.685,-1.917,-2.263,-1.819
MK0 0 coal,-1.1,-0.903,-0.995,-1.239,-0.825,-0.963,-0.987,-1.012,-1.437,-1.324,-1.222,-10.478,-1.72,-15.237,-1.726,-15.127,-17.59,-19.962,-10.536,-2.079,-17.111,-11.927,-2.042,-1.464,-14.271,-2.022,-1.834,-18.029,-8.225,-1.668,-1.876,-2.21,-1.798
NL0 0 coal,-1.12,-0.904,-0.992,-1.219,-0.81,-0.962,-1.01,-1.018,-1.428,-1.321,-1.22,-10.319,-1.738,-14.973,-1.727,-14.909,-17.521,-19.687,-10.366,-2.039,-17.211,-11.837,-2.014,-1.46,-13.949,-2.041,-1.814,-18.132,-8.138,-1.654,-1.889,-2.177,-1.782
NO3 0 coal,-0.903,-0.737,-0.802,-0.995,-0.657,-0.78,-0.813,-0.826,-1.159,-1.064,-0.996,-9.274,-1.57,-13.579,-1.578,-13.22,-16.059,-17.458,-9.309,-1.84,-15.674,-10.513,-1.857,-1.337,-12.676,-1.837,-1.664,-16.518,-7.288,-1.474,-1.713,-2.013,-1.583
PL0 0 coal,-1.136,-0.918,-1.01,-1.246,-0.828,-0.979,-1.023,-1.033,-1.454,-1.346,-1.241,-10.452,-1.787,-15.227,-1.782,-15.08,-18.118,-19.994,-10.559,-2.078,-17.718,-12.055,-2.083,-1.509,-14.235,-2.099,-1.875,-18.677,-8.192,-1.678,-1.943,-2.251,-1.801
PT0 0 coal,-1.086,-0.885,-0.978,-1.226,-0.817,-0.947,-0.979,-0.995,-1.411,-1.311,-1.197,-10.442,-1.686,-15.171,-1.691,-15.104,-17.305,-19.885,-10.681,-2.096,-16.754,-12.134,-1.996,-1.434,-14.327,-1.98,-1.8,-17.657,-8.231,-1.669,-1.836,-2.157,-1.799
RO0 0 coal,-1.082,-0.887,-0.979,-1.227,-0.817,-0.947,-0.971,-0.994,-1.414,-1.307,-1.202,-10.429,-1.727,-15.173,-1.733,-15.03,-17.664,-19.841,-10.464,-2.063,-17.187,-11.924,-2.048,-1.469,-14.166,-2.028,-1.839,-18.11,-8.182,-1.658,-1.883,-2.216,-1.788
RS0 0 coal,-1.108,-0.906,-0.993,-1.237,-0.825,-0.962,-0.995,-1.02,-1.438,-1.32,-1.228,-10.587,-1.75,-15.396,-1.757,-15.286,-17.921,-20.178,-10.631,-2.097,-17.404,-12.215,-2.076,-1.49,-14.394,-2.057,-1.866,-18.338,-8.303,-1.684,-1.908,-2.247,-1.816
SE3 0 coal,-0.992,-0.807,-0.878,-1.083,-0.718,-0.853,-0.889,-0.905,-1.266,-1.161,-1.091,-9.861,-1.642,-14.375,-1.647,-14.17,-16.747,-18.706,-9.967,-1.958,-16.35,-11.261,-1.925,-1.395,-13.407,-1.928,-1.734,-17.229,-7.756,-1.581,-1.792,-2.081,-1.695
SI0 0 coal,-1.175,-0.962,-1.05,-1.307,-0.872,-1.024,-1.055,-1.089,-1.524,-1.392,-1.311,-11.04,-1.817,-15.998,-1.823,-16.032,-18.599,-21.131,-11.124,-2.194,-18.046,-12.754,-2.173,-1.547,-15.04,-2.141,-1.945,-19.007,-8.673,-1.759,-1.981,-2.355,-1.901
SK0 0 coal,-1.162,-0.944,-1.033,-1.282,-0.854,-1.005,-1.044,-1.064,-1.494,-1.374,-1.279,-10.792,-1.833,-15.724,-1.835,-15.658,-18.772,-20.727,-10.921,-2.152,-18.159,-12.553,-2.19,-1.558,-14.763,-2.161,-1.959,-19.14,-8.488,-1.738,-1.996,-2.372,-1.868
AL0 0 nuclear,-8.839,-6.63,-7.947,-9.074,-5.609,-7.403,-8.844,-7.574,-10.268,-10.824,-8.911,-119.485,-29.298,-97.862,-15.971,-240.833,-265.048,-249.954,-196.491,-36.264,-212.679,-102.9,-41.865,-23.582,-200.626,-36.634,-36.363,-166.052,-144.938,-27.613,-29.401,-42.33,-33.294
AT0 0 nuclear,-7.624,-5.534,-6.15,-6.376,-3.794,-5.385,-7.212,-5.95,-7.522,-8.183,-7.389,-156.733,-55.826,-121.028,-38.487,-245.027,-549.751,-269.212,-179.517,-33.773,-436.243,-111.61,-61.825,-38.186,-205.114,-67.566,-51.075,-389.034,-151.0,-28.899,-57.164,-68.205,-32.202
BA0 0 nuclear,-12.062,-8.492,-9.508,-9.432,-5.791,-8.854,-10.745,-10.153,-11.864,-12.414,-11.872,-119.654,-77.463,-95.739,-56.168,-230.344,-754.666,-207.188,-155.056,-28.734,-734.456,-107.124,-98.236,-63.255,-154.869,-90.449,-86.447,-601.955,-139.859,-22.94,-82.993,-96.373,-31.191
BE0 0 nuclear,-7.812,-5.624,-6.13,-6.376,-3.91,-5.681,-7.272,-5.997,-7.817,-7.974,-7.454,-194.742,-95.541,-209.123,-73.103,-283.068,-778.105,-348.992,-196.264,-37.051,-773.001,-192.405,-89.179,-61.969,-229.559,-136.41,-86.042,-712.546,-174.458,-32.896,-90.242,-89.731,-36.339
BG0 0 nuclear,-9.235,-7.117,-6.316,-6.657,-3.392,-6.484,-7.441,-6.711,-8.626,-8.349,-9.745,-169.245,-41.568,-114.617,-27.08,-273.901,-438.717,-280.827,-237.077,-40.261,-325.829,-111.349,-48.747,-30.674,-229.374,-41.993,-38.633,-281.635,-184.849,-34.576,-42.376,-47.628,-41.273
CH0 0 nuclear,-7.329,-5.295,-5.347,-5.873,-3.669,-5.252,-6.694,-5.959,-6.692,-7.677,-6.847,-127.575,-25.942,-92.195,-18.035,-205.573,-284.652,-218.371,-161.152,-30.537,-212.918,-87.997,-37.312,-21.257,-182.052,-35.255,-26.808,-177.573,-127.313,-25.235,-28.506,-38.875,-27.4
CZ0 0 nuclear,-10.589,-8.313,-8.841,-8.58,-5.083,-7.871,-10.161,-8.846,-10.564,-11.011,-10.641,-488.349,-9772680.305,-490.834,-8810818.778,-772.835,-7033082.366,-877.581,-574.983,-105.606,-9726865.549,-423.545,-2887938.31,-8084440.445,-662.748,-9163142.319,-4660013.928,-9657832.912,-492.739,-96.779,-9608667.843,-1533144.786,-108.118
DE0 0 nuclear,-5.262,-3.521,-3.488,-3.097,-2.2,-3.52,-4.566,-5.175,-5.052,-4.113,-5.145,-225.492,-100.085,-249.937,-70.296,-333.613,-668.866,-417.671,-231.693,-43.877,-929.687,-198.774,-71.552,-65.513,-276.904,-117.225,-69.148,-962.644,-203.577,-38.942,-87.212,-72.981,-42.826
DK0 0 nuclear,-5.854,-3.06,-4.421,-3.041,-1.706,-3.714,-3.663,-4.113,-3.893,-4.586,-5.527,-82.684,-16.268,-49.388,-11.152,-135.573,-120.461,-154.029,-94.564,-16.758,-142.267,-63.846,-21.023,-11.24,-99.314,-20.2,-18.827,-134.015,-86.844,-15.129,-14.161,-22.498,-18.359
DK3 0 nuclear,-5.03,-3.65,-4.32,-4.412,-2.79,-3.241,-4.102,-3.415,-4.287,-5.968,-4.619,-66.881,-17.67,-45.659,-8.926,-115.588,-155.87,-121.164,-80.047,-14.527,-130.247,-46.769,-22.12,-13.784,-78.289,-19.989,-16.986,-90.988,-69.705,-12.308,-17.284,-21.343,-15.299
EE6 0 nuclear,-6.989,-5.464,-5.453,-5.365,-2.507,-5.203,-6.871,-5.145,-7.117,-6.577,-7.804,-99.192,-29.8,-64.575,-18.629,-166.54,-274.587,-168.052,-137.964,-23.408,-245.435,-63.604,-31.127,-20.33,-129.591,-29.173,-25.949,-209.858,-110.327,-19.745,-32.479,-28.797,-24.631
ES0 0 nuclear,-4.745,-3.322,-3.404,-3.306,-2.331,-3.434,-3.948,-4.513,-4.417,-4.269,-4.452,-158.958,-26.694,-140.973,-21.42,-237.781,-241.138,-268.893,-173.193,-32.91,-248.858,-121.096,-30.728,-20.804,-199.588,-31.807,-27.11,-260.661,-146.462,-26.697,-27.029,-32.761,-30.835
ES2 0 nuclear,-6.11,-4.967,-5.455,-5.543,-4.831,-5.488,-5.417,-5.137,-5.116,-6.903,-5.755,-88.965,-6803790.34,-53.977,-6775073.286,-164.241,-6715569.578,-148.96,-132.74,-22.989,-6805670.194,-43.671,-6759021.927,-6728569.585,-120.044,-6782873.334,-6718829.713,-6806705.786,-75.019,-18.501,-6802849.677,-6748435.231,-24.416
FI3 0 nuclear,-4.685,-3.385,-2.983,-2.878,-2.119,-3.079,-3.392,-4.225,-4.603,-3.819,-4.621,-128.258,-44.277,-99.684,-32.81,-191.542,-329.562,-199.919,-143.682,-26.729,-408.594,-90.658,-39.367,-30.256,-164.188,-48.495,-36.711,-418.589,-119.054,-22.364,-42.814,-41.263,-26.076
FR0 0 nuclear,-5.406,-3.677,-3.638,-3.268,-2.339,-3.508,-4.842,-5.315,-4.978,-4.338,-5.045,-147.491,-33.876,-136.607,-26.67,-222.004,-302.195,-258.477,-160.008,-30.865,-325.031,-114.146,-36.886,-27.208,-183.627,-39.925,-32.649,-342.315,-136.364,-25.825,-34.496,-39.228,-28.856
GB4 0 nuclear,-6.69,-4.854,-5.526,-5.394,-3.611,-4.297,-5.309,-4.778,-5.54,-7.09,-6.289,-109.924,-19.886,-73.442,-12.025,-180.213,-175.538,-200.507,-113.65,-19.844,-161.68,-72.394,-21.826,-15.082,-97.338,-23.365,-18.636,-113.781,-116.863,-19.075,-20.17,-22.341,-23.609
GB5 0 nuclear,-4.353,-2.938,-2.885,-2.59,-1.86,-2.958,-3.627,-4.167,-3.883,-3.355,-4.057,-111.836,-22.005,-91.848,-16.368,-160.128,-191.981,-180.357,-109.992,-20.703,-203.199,-78.452,-23.016,-16.531,-125.926,-25.65,-20.754,-212.644,-100.991,-18.263,-22.505,-24.64,-20.795
GR0 0 nuclear,-6.281,-3.055,-7.36,-6.633,-2.242,-4.14,-5.636,-4.309,-4.248,-9.944,-6.323,-116.755,-27.156,-82.599,-20.89,-182.908,-265.155,-202.952,-134.577,-25.286,-240.467,-77.097,-31.86,-20.57,-155.667,-29.538,-28.656,-223.988,-115.333,-20.638,-28.119,-33.99,-24.235
HR0 0 nuclear,-12.356,-8.433,-8.256,-8.358,-5.22,-8.659,-10.609,-10.095,-11.325,-11.83,-12.163,-501.612,-107.461,-369.177,-79.973,-789.671,-1082.047,-878.772,-605.617,-112.101,-936.314,-393.5,-141.644,-84.601,-645.706,-129.565,-126.587,-745.539,-503.803,-84.906,-117.586,-148.967,-101.315
HU0 0 nuclear,-12.043,-8.593,-8.202,-7.382,-4.35,-7.682,-9.867,-9.273,-10.235,-9.82,-11.789,-220.965,-74.294,-174.829,-48.886,-363.324,-711.669,-384.474,-338.772,-59.631,-572.849,-159.526,-80.487,-47.209,-357.922,-73.654,-64.86,-564.315,-256.535,-47.554,-76.133,-79.311,-57.863
IE4 0 nuclear,-7.959,-3.856,-7.053,-4.618,-2.137,-5.231,-5.047,-5.391,-4.811,-7.454,-7.468,-179.88,-29.917,-135.371,-18.286,-271.923,-198.311,-318.6,-175.713,-29.726,-258.37,-125.532,-25.261,-17.84,-171.446,-31.933,-23.71,-222.605,-183.729,-31.366,-27.626,-26.15,-37.562
IT0 0 nuclear,-8.659,-5.676,-7.709,-5.15,-2.854,-6.247,-5.948,-7.546,-8.233,-7.458,-10.665,-566.258,-44.005,-748.674,-34.973,-931.732,-383.628,-1060.694,-783.718,-150.702,-385.987,-595.281,-56.306,-32.96,-1024.302,-56.031,-48.738,-404.77,-580.992,-112.871,-40.827,-60.488,-123.22
IT1 0 nuclear,-7.34,-5.422,-6.06,-7.702,-4.455,-5.734,-6.544,-5.371,-7.068,-8.369,-7.306,-127.118,-20.666,-98.118,-12.631,-264.83,-202.223,-263.75,-201.971,-38.072,-155.99,-102.261,-32.505,-17.168,-230.554,-31.412,-26.86,-124.386,-153.11,-29.435,-20.07,-32.732,-35.01
LT6 0 nuclear,-7.95,-5.976,-5.139,-5.657,-2.732,-5.794,-8.072,-5.698,-7.926,-7.452,-9.608,-146.042,-46.977,-105.409,-34.2,-236.668,-409.252,-261.753,-168.032,-30.222,-378.39,-99.813,-43.539,-30.137,-181.492,-50.47,-41.355,-360.548,-150.161,-26.084,-49.723,-44.28,-31.679
LU0 0 nuclear,-7.873,-5.859,-7.132,-7.923,-4.691,-6.026,-7.679,-6.923,-8.316,-8.4,-7.515,-183.771,-108.5,-165.578,-73.471,-308.798,-717.117,-332.973,-236.623,-44.223,-912.561,-157.806,-68.281,-63.743,-263.242,-127.016,-57.479,-916.829,-185.309,-37.204,-105.9,-69.964,-41.387
LV6 0 nuclear,-7.23,-4.654,-6.077,-5.836,-2.678,-5.221,-7.757,-5.266,-6.906,-8.309,-9.027,-132.67,-44.975,-87.774,-30.853,-217.537,-382.001,-228.752,-164.131,-28.653,-380.207,-86.343,-41.832,-28.965,-176.1,-46.475,-38.73,-351.977,-142.903,-24.94,-47.083,-42.55,-31.316
ME0 0 nuclear,-9.641,-7.193,-8.016,-9.314,-6.396,-8.078,-8.424,-7.964,-9.133,-9.531,-9.476,-209.728,-44.746,-179.356,-33.073,-404.046,-453.397,-419.587,-306.337,-56.14,-390.401,-169.617,-70.251,-39.187,-333.24,-61.926,-62.42,-330.134,-241.171,-45.307,-45.343,-74.803,-53.997
