,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44
AL0 0 solar,317100.657,325920.867,301366.516,369717.125,6384608.588,6392584.072,2089802.353,341086.662,5810726.958,2098515.322,268864.879,313276.872,2868261.567,146953.156,311871.404,2095280.713,2084325.408,299842.023,339110.538,6391620.231,2076272.24,6210486.151,2785072.085,5490356.374,6214925.553,2090179.8,6362227.386,274945.418,63282.534,2074493.004,293488.161,319833.063,6364055.448,6383606.563,2795364.637,6289641.93,2488167.686,2097810.475,5854486.036,2083761.919,2088738.974,6381423.74,6395525.92,2189265.409,6260716.621
AT0 0 solar,6575501.837,6562673.663,6702582.694,4978494.269,26290564.962,26164495.667,18280794.139,6455965.95,23971914.516,18218924.081,6648122.718,6496135.609,21109847.085,3994517.949,6618187.924,18203191.529,18264232.519,6617406.27,6467285.385,26140788.86,18232864.337,25627038.163,18186623.439,27373185.478,25406684.615,18216588.924,26154805.095,6322624.827,3453137.479,18263836.829,6656546.054,6599833.846,26176685.518,26167767.916,19378040.253,25998200.889,18151986.08,18197477.757,26236365.251,18214430.898,18229117.404,26332324.485,26204351.928,18243001.744,24056647.059
BA0 0 solar,137161.162,168836.503,1494.753,71.342,2924534.904,2923315.145,2451539.661,207439.478,2968021.832,2416028.672,161.694,63437.921,2299550.802,51.418,408.785,2410332.457,2412492.459,22158.543,207624.868,2923388.183,2424082.143,2916219.601,2436086.641,4099845.428,2903585.749,2412983.807,2940409.585,518.552,42.111,2435859.265,189.334,100286.433,2930786.501,2925498.261,2370053.45,2898116.025,2448703.683,2413397.692,3566898.577,2407823.915,2410518.682,2929071.549,2923565.127,2452468.849,2978394.506
BE0 0 solar,24.576,27.975,26.02,21.64,8832090.162,9390407.921,3778628.533,24.381,7603813.839,3876152.71,19.912,26.233,1156612.394,16.987,24.708,3794922.657,3789910.779,24.74,27.488,9303334.117,3876057.748,8042032.803,2985126.196,6542442.967,7944693.47,3853994.538,9380414.512,116.517,15.168,3855219.457,19.394,27.672,9117263.517,9363070.681,2115252.169,8322800.46,3524457.426,3812792.968,7015515.343,3893612.883,3785935.907,8991552.529,9413212.077,3782102.349,7738274.23
BG0 0 solar,2249039.7,2248145.943,2126331.98,2049456.477,19276782.327,19268665.742,8216622.302,2232822.518,20305871.006,8235888.948,1954528.883,2097777.624,12420669.645,3472396.406,2150654.16,8242307.854,8252774.007,2154898.773,2253202.27,19276857.9,8214008.319,19279271.043,10324896.913,23241671.112,19308361.438,8233986.087,19194480.023,1826372.451,5226222.503,8212642.137,1990319.96,2181113.48,19290924.876,19264635.647,11894198.149,19193146.953,9428922.358,8247994.892,22008923.875,8234985.434,8251418.621,19289878.7,19258203.642,8241043.791,19294003.454
CH0 0 solar,13828294.326,13813870.872,13718918.624,15263501.598,27837193.456,28291717.822,18129212.515,13763909.389,26640142.889,18295988.663,13790983.929,13778745.391,24132183.969,15690337.441,13641940.669,18313098.151,18443170.499,13772364.593,13762100.951,28176610.245,18200113.111,27492735.694,19668680.754,33536711.753,27547750.72,18246189.713,28273955.211,14089898.471,16224549.354,18162777.855,13880697.467,13830716.185,28000353.798,28267571.767,22090314.506,27637348.719,18087845.39,18299205.888,28384490.125,18180890.672,18381247.393,27903303.434,28283152.834,18147228.087,27047367.038
CZ0 0 solar,31.75,36.497,33.79,30.904,3867267.396,3668412.596,4381339.777,31.422,6964188.035,4318193.57,26.954,33.703,4230287.228,25.899,32.476,4277207.528,4294511.603,31.752,35.786,3644713.081,4387338.464,4684614.226,4274816.426,7495146.29,5008207.311,4339453.85,3662184.181,162.415,21.343,4391889.767,25.83,34.854,3672090.03,3636552.029,4208792.056,4214532.457,4344820.564,4289350.409,7119712.987,4357339.594,4291084.026,3762924.655,3664486.681,4315017.532,6583024.251
DE0 0 solar,15.446,17.459,16.866,17.284,29656957.534,29890701.06,14489641.633,15.003,28928049.638,14550875.296,14.371,16.655,4006418.697,14.844,16.443,14320692.416,14337239.073,15.765,17.109,29815349.399,14758933.828,30070500.092,10093665.754,25544041.947,30317901.243,14631033.758,29898234.032,89.729,13.637,14835594.862,13.528,17.253,29828851.407,29816152.358,7278166.372,29856247.991,13033677.131,14407007.918,27767910.133,14685748.412,14325273.328,29738975.511,29900527.518,14318501.319,29767353.348
DK0 0 solar,19.041,21.436,20.406,22.444,3972172.54,4135416.138,3891.388,18.373,2300352.261,1700.779,17.377,20.417,64.67,18.049,20.069,2152.513,2693.845,19.181,20.978,4138856.852,2736.443,3843988.781,655.897,1046.872,3844415.303,2364.445,4102919.389,112.41,16.193,4005.697,16.349,20.792,3965748.495,4139307.298,374.702,4003650.81,1276.581,2406.304,1112260.976,2546.789,2164.964,3943821.913,4131671.971,313.186,3039182.428
DK3 0 solar,18.95,21.46,19.368,21.009,2099173.48,1951671.657,1277.068,18.362,1966856.899,838.258,16.767,20.421,50.89,18.205,19.712,1089.25,1360.04,18.701,20.813,1957776.823,1083.543,2106460.175,365.202,1447863.319,2110179.347,1061.762,1927921.593,105.806,16.639,1053.06,16.178,20.038,1989479.983,1958439.809,240.959,2129278.467,569.394,1247.416,1879640.558,1059.043,1018.1,2014179.14,1950147.276,112.3,2047181.665
EE6 0 solar,31.125,34.89,32.97,31.873,2204782.308,2184717.022,835915.543,29.901,2274282.946,790994.978,27.559,32.802,600769.614,26.227,32.464,791470.689,776204.762,30.173,34.568,2192991.555,793110.237,2255104.904,688971.343,1818498.494,2249819.891,789411.66,2177076.817,164.901,22.86,817702.992,26.262,33.202,2192951.015,2195975.645,560852.988,2250102.028,811212.068,790765.725,2151211.951,792490.505,779625.849,2210899.988,2183382.603,842923.586,2311434.92
ES0 0 solar,28783987.173,28671363.077,28692194.726,43156795.417,166322472.375,165653512.484,69597180.394,28947849.949,183467131.518,68861282.359,30891719.832,28591462.847,84123230.522,50293055.237,29388493.695,68756146.631,68757434.526,28602309.091,28910361.301,165620312.175,68811841.577,166687309.502,79530983.673,197300493.13,166597169.906,68861279.539,165539809.432,35257782.706,52693844.003,69250396.462,30077868.549,28698381.723,165873453.678,165610765.697,82396610.144,166500883.316,72035837.05,68828221.765,191112168.612,68812537.273,68721449.208,166057674.9,165542299.481,70470854.341,173335729.531
ES2 0 solar,389865.985,402969.647,435438.372,451807.663,4521496.32,4521701.612,1376779.321,423682.587,4520920.407,1343699.024,469874.409,397355.741,1758875.852,460610.901,440382.231,1341841.517,1344783.019,417770.89,425541.427,4521792.599,1342726.442,4521592.416,1808795.105,4520324.44,4521644.857,1351370.939,4520084.877,371330.086,423079.737,1302015.422,457060.003,381615.848,4521709.304,4521804.793,1731012.759,4521528.218,1813875.488,1342351.022,4520995.538,1353460.875,1351154.507,4521656.146,4521713.725,1395793.761,4521379.275
FI3 0 solar,14.937,16.891,16.057,16.533,785216.425,940680.633,453.969,14.521,14159.989,305.932,13.49,16.005,24.429,14.356,15.635,389.332,492.088,15.055,16.547,908676.027,377.874,638695.558,230.683,99.52,558487.205,376.041,942848.95,81.951,12.49,374.252,12.721,16.496,881178.27,949582.429,137.742,729218.947,286.051,432.47,202.743,357.973,349.7,853951.612,944470.159,40.879,349997.885
FR0 0 solar,617555.361,729742.841,1224.702,110.518,66962971.799,67424535.759,36035586.395,1025211.286,66824171.507,35688460.235,172.442,404910.304,35980601.737,93.079,364.041,35662942.692,35638117.315,70829.283,1027399.048,67312354.764,35843051.471,66595246.205,35842657.08,63025173.055,66544407.785,35685299.71,67392126.913,714.077,89.436,35985521.351,202.288,539876.567,67235196.763,67350527.497,35339327.47,66776243.861,35979299.169,35686422.194,63801563.519,35755723.765,35628052.286,66968369.448,67412704.231,36058214.812,67434715.623
GB4 0 solar,16.438,18.298,17.671,18.538,93.146,103.725,477.576,15.734,66.237,353.534,15.151,17.464,35.925,14.505,17.482,442.786,546.049,16.435,18.18,116.999,423.172,98.064,273.46,103.97,100.66,450.226,646.083,92.62,10.818,387.944,14.242,17.68,103.983,114.684,183.018,97.5,334.13,504.208,74.438,422.285,382.617,109.397,122.587,44.804,89.203
GB5 0 solar,18.02,20.298,21.506,21.625,6394160.531,6661470.938,4109028.209,17.038,378.734,5936069.096,17.719,20.334,87.763,18.044,21.158,6171125.794,6064429.997,19.918,19.349,7988056.689,5719404.314,5159286.474,6724.689,152.999,4708744.484,6054231.544,6687881.729,113.045,16.209,4668381.654,16.804,20.405,7562112.748,6995636.696,616.417,5437138.928,1524449.133,5988348.57,203.714,5982251.448,6078616.447,7370485.405,6730181.318,3831806.951,877339.307
GR0 0 solar,1423161.94,1411044.126,1457019.383,2984961.378,36348146.308,35557238.733,9572866.668,1391456.16,40621584.288,9526821.895,1728364.446,1431788.522,14469716.926,5869749.579,1526821.487,9520315.493,9503235.658,1432987.91,1399688.105,35585757.7,9487853.607,38236918.342,10873491.751,40480803.152,38439833.748,9484082.987,35469084.917,2369810.376,10161377.72,9547926.962,1639717.084,1425254.975,35676102.959,35564063.51,12621706.162,37480806.553,9317057.568,9531577.338,39340511.017,9468398.641,9494083.258,36035233.659,35512467.472,9646624.202,39791332.799
HR0 0 solar,54.359,62.219,54.12,34.222,3715395.006,3729902.165,2355577.807,54.314,3582134.688,2277130.266,37.638,57.151,2369917.923,26.799,49.048,2268007.077,2283135.291,52.823,62.084,3717799.917,2353726.412,3726211.658,2321602.208,3298683.621,3731178.668,2313021.792,3723346.342,197.208,22.746,2366589.15,37.269,58.759,3732973.499,3740115.766,2324025.624,3700567.336,2299282.586,2270708.228,3234163.802,2331768.477,2282569.158,3757670.238,3734023.93,2369800.467,3756434.541
HU0 0 solar,48.449,56.951,47.701,34.615,966.012,720.945,138652.6,50.81,1972.493,142007.152,36.695,50.278,786873.415,26.054,44.382,154858.015,172738.717,46.428,58.295,800.138,105258.138,2945.75,402011.3,428452.083,2529.698,126328.759,4846.982,194.404,21.427,88104.6,35.962,53.134,885.356,767.797,680916.275,1421.116,163677.008,141006.397,412197.695,120991.162,172974.336,998.375,941.058,138059.224,2503.109
IE4 0 solar,115.941,124.289,99.074,34.429,2837938.844,3327001.009,2240604.937,112.899,1610286.527,2505040.159,47.248,105.861,1703693.828,23.283,85.865,2501624.279,2521867.447,93.491,117.4,3129847.111,2355198.32,2623957.58,2057127.776,349958.234,2590480.886,2441487.072,3325230.069,191.657,16.219,2278929.874,51.991,115.078,3057499.809,3322514.768,1831339.709,2650191.753,2146484.199,2499395.435,1144897.261,2381313.857,2519266.687,2938205.733,3353327.148,2241197.371,2415797.753
IT0 0 solar,42778159.041,43084954.877,41122490.041,42034719.779,241985968.643,241145932.563,114974274.262,43717526.701,266037715.896,116677814.031,39871330.129,42214965.704,125141302.599,45065302.102,40250842.292,116751678.388,116541615.585,41600722.636,43645151.824,241004860.68,116087977.588,243453477.03,120431388.693,258232720.9,244209033.004,116591777.058,241273739.646,39223144.969,46745929.745,115144624.367,40055536.478,42422725.085,241302193.744,241009036.853,124979696.857,242315684.252,118734030.237,116693093.552,266299082.948,116457482.761,116642038.55,241438401.5,241133330.456,115213353.22,250492492.969
IT1 0 solar,3936933.06,3953895.099,4043882.835,5760193.972,9723860.579,9695665.475,5618293.601,3914919.121,12385998.888,6027634.537,4285541.344,4006539.45,6010803.931,6085860.032,4154604.037,6006891.684,5998069.764,3999725.282,3914215.323,9694298.326,6004680.554,9914220.398,5707062.605,14715909.085,9982619.1,6017884.565,9641473.472,4652201.092,5943153.807,6019433.66,4235107.476,3976634.89,9697537.966,9695690.974,6055692.991,9846831.785,5026195.202,6021698.637,14034748.404,6016260.571,5990657.072,9696480.159,9695152.366,5497426.174,9552208.752
LT6 0 solar,16.496,18.671,17.763,18.384,1397.011,2836.035,1217.901,16.041,622.955,743.472,14.952,17.664,99.966,15.766,17.317,948.659,1195.693,16.585,18.343,2026.4,975.565,1742.286,739.347,389.008,2068.538,1012.849,15996.494,91.446,14.183,962.631,14.117,18.175,1764.439,1939.658,510.007,1324.167,843.568,1045.087,477.515,991.491,917.848,1517.422,3362.135,117.763,1022.455
LU0 0 solar,16.764,18.177,15.14,20.186,2154596.096,2151452.013,583995.903,15.427,1551581.092,567438.428,13.145,17.494,634144.851,15.953,19.888,568966.551,564243.383,13.491,14.633,2153288.83,567110.093,1952074.749,657032.301,1420059.453,1892065.228,576951.229,2137685.257,102.54,17.127,583305.456,16.504,16.467,2150446.148,2153382.109,631269.275,2073192.577,683963.211,565385.703,1457795.609,572914.988,564464.479,2152675.982,2152209.71,595227.129,1665176.116
LV6 0 solar,22.266,25.18,23.848,23.795,1069600.484,1101903.909,686177.897,21.651,930475.445,687793.051,19.848,23.803,123379.618,20.073,23.157,702810.748,707991.172,22.323,24.808,1077204.239,671863.244,1047059.021,592632.605,624524.496,1055904.655,680880.652,1085614.012,120.083,17.933,684135.129,18.747,24.423,1081335.206,1096657.922,537091.775,1055547.271,653234.3,702340.411,729551.099,676748.647,706713.561,1045117.199,1104135.022,693200.282,1006749.218
ME0 0 solar,1007303.062,1016382.657,950145.643,462736.829,3243524.672,3262597.795,1149549.648,1022873.246,2732848.596,1190076.4,801786.27,982864.441,1344338.726,264775.194,892275.309,1190076.125,1192578.651,964078.31,1022413.923,3259605.735,1177152.52,3158554.177,1396671.346,3435816.537,3153783.764,1189059.56,3260289.163,652388.407,73766.847,1148968.423,844604.285,999081.761,3236491.53,3245178.605,1515289.956,3222544.749,1256482.393,1186625.168,2746696.59,1186883.916,1197278.429,3253847.186,3265116.469,1171076.35,2943587.299
MK0 0 solar,1359630.143,1366281.577,1292180.317,808000.763,5043449.625,5006795.464,1852678.445,1370229.372,4986674.39,1880451.782,1131128.275,1354354.251,2932935.827,1229936.073,1191130.996,1867717.981,1854184.489,1325535.437,1362782.789,5021143.753,1855408.783,5224256.288,2681294.801,5366581.177,5237305.109,1873846.774,4983510.851,957045.471,1644304.871,1839426.968,1149273.029,1349961.289,5019423.465,5006102.344,2972396.125,5076144.453,2385738.787,1873105.635,5157106.676,1863252.701,1855253.001,5033122.28,5013147.499,1938986.748,4957232.588
NL0 0 solar,23.039,26.108,24.33,21.108,15478240.221,15553516.825,3306201.778,23.051,9435906.712,3535787.622,19.223,24.524,289729.668,17.339,23.426,3564087.543,3531024.656,23.005,26.169,15558334.053,3588161.315,14463700.711,2280029.464,5104073.111,13936740.786,3525149.695,15514922.889,113.825,15.697,3418398.605,18.741,25.732,15483711.056,15613892.474,1351346.976,15118404.162,2874155.59,3552843.0,7464756.029,3511406.651,3527474.74,15516450.265,15548272.473,3189670.261,12473583.4
NO3 0 solar,13.341,14.975,14.496,16.235,58.103,60.424,293.52,12.845,67.197,182.576,12.702,14.488,22.971,13.542,14.246,231.525,294.004,13.601,14.662,67.246,226.97,71.025,180.987,69.325,73.983,228.783,399.643,78.236,13.253,233.377,11.709,14.844,65.483,65.479,110.603,66.047,214.194,257.067,68.434,211.983,205.771,68.526,78.46,27.61,70.497
PL0 0 solar,17.445,19.716,18.702,19.174,14563820.156,15266442.071,3238001.921,16.955,13614821.744,3165567.438,15.658,18.681,4392876.69,16.761,18.199,3231608.453,3350725.854,17.571,19.304,15279787.557,3153695.671,15111116.296,3891116.275,10728875.018,15334698.374,3136622.068,15207831.656,96.783,15.392,3142005.854,14.764,19.464,15101801.678,15304945.166,4462377.362,14993552.598,3290027.644,3192053.643,12369459.418,3162606.859,3321630.805,14646228.638,15236401.968,3405048.393,14974205.85
PT0 0 solar,99.791,112.199,106.114,89.415,1673448.962,1676423.774,73816.414,95.54,1993472.985,193994.398,80.2,107.727,851870.658,76.886,97.231,210448.294,201517.876,100.945,108.548,1683885.995,155059.177,1772014.18,430731.56,1911658.528,1738462.06,161859.308,1660428.354,487.132,61.522,146547.752,77.479,110.524,1675578.944,1683399.3,915712.711,1746821.712,5601.213,201313.209,2092611.327,154183.063,203641.803,1678470.818,1687547.998,23549.817,1787064.235
RO0 0 solar,23.902,27.012,25.724,27.34,1638703.195,1553862.912,830.19,23.205,1966175.571,529.377,21.635,25.509,61.443,23.748,25.253,664.245,848.7,24.038,26.474,1554555.365,668.698,1722110.185,676.323,374273.49,1684701.623,664.373,1558240.33,124.516,22.999,663.063,20.333,26.371,1573815.728,1552875.701,370.147,1709533.17,646.982,740.995,1348818.367,638.916,625.122,1592634.327,1554536.932,82.091,1812275.718
RS0 0 solar,38.219,42.972,41.169,37.425,1036972.899,1031431.298,847.002,36.699,1093385.122,527.095,33.313,40.962,52.195,31.332,39.367,666.323,855.697,38.739,41.694,1038844.312,631.384,980256.572,585.903,643813.274,998419.784,640.096,1031681.82,193.489,27.834,669.726,31.55,42.055,1052669.236,1034982.396,306.942,1045132.399,688.468,748.561,824683.553,588.629,586.87,1027753.766,1029770.496,83.875,1169536.638
SE3 0 solar,27.203,30.553,28.519,30.081,1144960.717,1151329.801,1235.83,26.175,642397.498,863.475,24.264,29.054,53.28,27.039,27.578,1103.335,1366.139,26.994,29.912,1059432.931,1085.42,1014165.737,460.699,527.399,980080.918,1111.396,1184077.192,143.272,24.179,1083.533,22.395,29.558,1119792.844,1080571.945,274.611,1116507.341,650.727,1226.438,2823.989,1079.226,1022.253,1134785.732,1156407.597,109.718,1071118.986
SI0 0 solar,25.125,28.48,25.253,18.379,126.631,143.932,735.851,24.585,98.559,443.375,18.45,26.34,58.46,14.705,23.944,548.624,713.918,24.006,27.199,160.65,586.714,133.766,420.386,106.454,140.534,601.75,909.724,103.214,13.834,584.277,18.445,27.264,120.9,154.913,283.043,150.668,511.213,620.976,103.607,549.013,520.592,154.459,150.228,67.738,135.211
SK0 0 solar,1764456.562,1806535.549,1595601.515,635961.913,6208936.315,5939854.504,4807773.65,1825654.413,5792942.919,4912281.31,1537877.113,1684144.845,5971596.147,356881.697,1617402.563,4893021.29,4849824.386,1638934.565,1826218.928,5929059.433,4870906.876,6275384.884,4338121.6,7029330.567,6230914.18,4910178.89,5932728.425,1184474.158,2417.35,4866114.433,1552345.138,1714928.208,5993384.757,5915985.948,4660780.578,6386245.455,4620228.419,4897939.991,6176239.593,4897307.308,4863834.816,6069486.515,5933714.995,4831811.249,6242550.123
AL0 0 solar rooftop,1049612.777,1049679.374,1046561.217,1040880.331,1082932.836,1083470.581,1072391.646,1050331.265,1082503.461,1074017.305,1040768.81,1048102.651,1083164.553,851430.616,1043176.656,1071164.517,1073115.475,1045792.971,1049748.567,1083998.69,1070067.172,1083465.068,1074423.523,1083156.573,1083361.388,1070558.263,1077473.212,1035935.86,792361.142,1074007.161,1042569.615,1047274.573,1083692.266,1083919.285,1076175.462,1083373.299,1077597.966,1073589.04,1083346.962,1069143.079,1069603.186,1083460.501,1083870.46,1083300.077,1083469.643
AT0 0 solar rooftop,2641809.338,2639287.681,2644477.833,2639847.755,2715210.895,2715748.111,2697190.108,2639641.674,2715442.136,2698274.693,2638740.692,2642566.385,2716730.357,2645658.701,2644442.952,2697312.961,2696558.413,2643661.395,2640143.894,2716195.266,2695676.754,2716009.782,2709588.839,2715905.597,2715791.69,2695836.649,2706839.895,2630958.3,2647060.203,2697890.95,2639956.369,2641849.876,2715999.773,2716275.903,2712227.665,2715819.861,2703850.455,2697862.54,2716068.907,2694744.98,2695290.569,2715591.499,2716033.606,2701294.784,2715785.702
BA0 0 solar rooftop,1383994.229,1384370.024,1380255.126,1380832.901,1398992.108,1399531.926,1395097.173,1385317.061,1399127.707,1395970.432,1380367.729,1382046.58,1399806.349,1382072.551,1378420.008,1394969.25,1395148.868,1381211.081,1385213.836,1399873.48,1394668.566,1399674.457,1395465.064,1398971.031,1399569.206,1394862.29,1394702.188,1374931.262,1380956.056,1396141.291,1380059.111,1381774.876,1399675.803,1399843.64,1396035.095,1399332.568,1396012.434,1395680.501,1399301.589,1394258.617,1394311.387,1399427.87,1399792.924,1399782.711,1399494.276
